"Order in processing","CTT tiếp nhận"
"Order in delivery","Đang giao hàng"
"Order delivered","Giao hàng thành công"
"Order completed","Đơn hàng thành công"
"View order details","Xem chi tiết đơn hàng"
"Collapse","Thu gọn"
"You added %1 to your shopping cart.","Bạn đã thêm %1 vào giỏ hàng"
"Review product","Đánh giá sản phẩm"
"Review PROD","Đánh giá SP"
"You added %1 to your <a href=""%2"">shopping cart</a>.","Bạn đã thêm %1 vào <a href=""%2"">giỏ mua hàng của bạn</a>."
"Max Delivery Dates Contact","Liên hệ"
"Comments product","Nhận xét sản phẩm"
"Canceled at","Đơn hàng đã hủy"
"Please complete", "Vui lòng điền đầy đủ"
"Delivery Address", "Địa chỉ"
"Your cart", "Giỏ hàng của bạn"
"Price Quote", "Báo Giá"
"Price quote", "Báo giá"
"Price Quote Table", "Bảng Báo Giá"
"Price quote table", "Bảng báo giá"
"Price Quote Requests","Yêu cầu Báo giá"
"View Price quote", "Xem Báo giá"
"View price quote", "Xem báo giá"
"Please input company info to receive price quote","Vui lòng nhập thông tin công ty để nhận báo giá"
"Contact/Price quote receiver info","Thông tin người liên hệ/nhận báo giá"
"VAT number","Mã số thuế"
"Full name", "Họ và tên"
"Input company name","Nhập tên công ty"
"Input address","Nhập địa chỉ"
"Input VAT number","Nhập tên công ty"
"Product information","Thông tin sản phẩm"
"Dear","Kính gửi"
"Price Quote Not Found","Không tìm thấy báo giá"
"Mr/Mrs","Anh/Chị"
"Send via email","Gửi qua email"
"We sent price quote to your email. Please check your email inbox.","Chúng tôi đã gửi Báo giá tới email đăng ký. Vui lòng kiểm tra hộp thư"
"Something went wrong. Please check back later.","Hệ thống đang nâng cấp. Vui lòng kiểm tra lại sau."
"Please open this link to get price quote","Vui lòng mở liên kết sau để nhận báo giá"
"Notice", "Thông báo"
"You have removed the product %1 from the cart","Bạn đã xóa sản phẩm %1 ra khỏi giỏ hàng"
"Please input the number of products to order is less than or equal to %1","Vui lòng nhập số lượng sản phẩm cần mua nhỏ hơn hoặc bằng %1"
"Savings Amount","Tiết kiệm"
"Original Total","Tổng tiền hàng"
"Amount","Thành tiền"
"Amount","Thành tiền",module,Magento_SalesArchive
"Amount","Thành tiền",module,Magento_Braintree
"Amount","Thành tiền",module,Magento_CompanyCredit
"Amount","Thành tiền",module,Magento_GiftCard
"Amount","Thành tiền",module,Magento_NegotiableQuote
"Amount","Thành tiền",module,Magento_Reward
"Amount","Thành tiền",module,Magento_Sales
"Payment & Invoice Information", "Thông tin thanh toán và hóa đơn"
"Invoice Information","Thông tin xuất hóa đơn"
"Shipping Information","Người nhận hàng"
"Billing Information","Người mua"
"Customer Information","Thông tin khách hàng"
"Free Shipping","Miễn phí"
"Discount Amount", "Giảm giá",
"Include VAT", "(đã bao gồm VAT)"
"Discount code","Mã giảm giá/khuyến mãi"
"Affiliate Code To Order","Mã nhân viên lên đơn hàng"
"Affiliate Code Order","Mã nhân viên tư vấn"
"Order date:","Ngày đặt hàng:"
"Thank you for ordering now", "Cảm ơn bạn đã đặt hàng tại"
"Hello", "Chào"
"Your order #%1 has been updated in the status of Delivery Success.", "Đơn hàng #%1 của quý khách đã được cập nhật ở trạng thái Giao hàng thành công."
"You can check the status of your order by going <a href='%1'>Login</a> into your account or <a href='%2'>Track your order</a> here.", "Quý khách có thể kiểm tra tình trạng đơn hàng bằng cách <a href='%1'>Đăng nhập</a> vào tài khoản của Quý khách hoặc <a href='%2'>Theo dõi đơn hàng</a> tại đây."
"Thank you again for your trust and purchase at <a href='%1'>chotructuyen.co!</a> We are very pleased to continue to serve you in the future.","Lần nữa cám ơn Quý khách đã tin tưởng mua hàng tại <a href='%1'>chotructuyen.co!</a> Chúng tôi rất hân hạnh được tiếp tục phục vụ Quý khách trong thời gian tới."
"Any questions about the order. Please contact customer care department via Hotline <span class='tele'> 0899 00 20 20 </span> (8: 00-20: 00 every day including Saturday 7, Sunday), email: <span class='email'> lienhe@chotructuyen.co </span>", "Mọi thắc mắc về đơn hàng. Quý khách vui lòng liên hệ với bộ phận chăm sóc khách hàng của CTy CP Chợ Trực Tuyến qua Hotline <span class='tele'>0899 00 20 20</span> (8:00-20:00 hàng ngày kể cả T7, CN), email: <span class='email'>lienhe@chotructuyen.co</span>"
"Notes", "Ghi chú"
"Order Summary","Tóm tắt đơn hàng"
"Your order has been successfully recorded and is being processed. We will notify you as soon as the package is ready to be shipped. Please check order information and shipping information carefully.", "Đơn hàng của Quý khách đã được ghi nhận đặt hàng thành công và đang được xử lý. Chúng tôi sẽ gửi thông báo cho Quý khách ngay khi kiện hàng sẵn sàng vận chuyển. Quý khách vui lòng kiểm tra kỹ lại thông tin đơn hàng và thông tin vận chuyển."
"Thank you very much.", "Cảm ơn Quý khách!"
"You can check and track your order status by <a href='%1'> Log in </a> into your account or <a href='%2'> Track your order </a> here.", "Quý khách có thể kiểm tra và theo dõi tình trạng đơn hàng bằng cách <a href='%1'>Đăng nhập</a> vào tài khoản của Quý khách hoặc <a href='%2'>Theo dõi đơn hàng</a> tại đây."
"Your order #%1 has been updated with <span class='cancel'> canceled </span>.", "Đơn hàng #%1 của Quý khách đã được cập nhật trạng thái <span class='cancel'>Đã Hủy</span>."
"During the delivery day, CTy CP CTT or shipping staff will contact you directly before delivery.", "Trong ngày giao hàng, nhân viên CTy CP Chợ Trực Tuyến hoặc nhân viên vận chuyển sẽ liên hệ trực tiếp với Quý khách trước khi giao hàng."
"When receiving goods, please carefully check order information and package status (Order number, product name, quantity, brand, seal box ...) before receiving goods.", "Khi nhận hàng, Quý khách vui lòng kiểm tra kỹ thông tin đơn hàng và tình trạng kiện hàng (Mã đơn hàng, tên sản phẩm, số lượng, nhãn hiệu, niêm phong thùng hàng...) trước khi nhận hàng."
"In case the package shows signs of being disassembled, the goods are distorted/broken or do not match the information on the order and website ... You should contact CTy Online Market Joint Stock within 24 hours after receipt. for processing assistance. Please do not try the product or activate electrical appliances.", "Trong trường hợp kiện hàng có dấu hiệu bị tháo gỡ, hàng hóa bị móp méo/nứt vỡ hoặc không đúng với thông tin như trên đơn hàng và website… Quý khách cần liên hệ cho CTy CP Chợ Trực Tuyến trong vòng 24 giờ sau nhận hàng để được hỗ trợ xử lý. Vui lòng không dùng thử sản phẩm hay kích hoạt các thiết bị điện."
"You need to keep the invoice, product box and warranty card (if any) to facilitate return or warranty. Details of the delivery method and return policy can be found at the <a href='%1'> Delivery policy </a> and <a href='%2'> Policy exchange, return and warranty </a> page or contact Hotline <span class='tele'> 0899 00 20 20 </span> (8: 00-20: 00 every day including Saturday 7, Sunday), email: <span class='email'> lienhe@chotructuyen.co </span>", "Quý khách cần giữ lại hóa đơn, hộp sản phẩm và phiếu bảo hành (nếu có) để thuận tiện cho việc đổi trả hoặc bảo hành. Chi tiết về phương thức giao nhận và quy định đổi trả có thể tham khảo tại trang <a href='%1'>Chính sách giao hàng</a> và <a href='%2'>Chính sách đổi, trả và bảo hành</a> hoặc liên hệ Hotline <span class='tele'>0899 00 20 20</span> (8:00-20:00 hàng ngày kể cả T7, CN), email: <span class='email'>lienhe@chotructuyen.co</span>"
"Note:", "Lưu ý:"
"Your order #%1 has been packaged and delivered to a carrier.", "Đơn hàng #%1 của quý khách đã được đóng gói và giao cho đơn vị vận chuyển."
"Price is calculating", "Đang tính"
"Free Items", "Sản phẩm quà tặng"
"Add to cart","Thêm vào giỏ hàng"
"Your coupon was successfully applied.","Mã giảm giá/khuyến mãi đã được áp dụng thành công.",module,Magento_SalesRule
"Enter discount code","Nhập mã giảm giá/khuyến mãi",module,Magento_Checkout
"Enter discount code","Nhập mã giảm giá/khuyến mãi"
"Your coupon was successfully applied.","Mã giảm giá/khuyến mãi đã được áp dụng thành công."
"Cancel Coupon","Hủy áp dụng",module,Magento_Checkout
"Cancel Coupon","Hủy áp dụng"
"Cancel coupon","Hủy áp dụng",module,Magento_SalesRule
"Cancel coupon","Hủy áp dụng",module,Magento_NegotiableQuote
"You canceled the coupon code.","Mã giảm giá/khuyến mãi đã được hủy áp dụng.",module,Magento_Checkout
"You canceled the coupon code.","Mã giảm giá/khuyến mãi đã được hủy áp dụng."
"Your coupon was successfully removed.","Mã giảm giá/khuyến mãi đã được hủy áp dụng.",module,Magento_SalesRule
"Your coupon was successfully removed.","Mã giảm giá/khuyến mãi đã được hủy áp dụng."
"Your coupon was successfully removed.","Mã giảm giá/khuyến mãi đã được hủy áp dụng.",module,Magento_Checkout
"Your account is disabled. Please contact customer service.", "Tài khoản của bạn đã bị vô hiệu hóa. Vui lòng liên hệ với chúng tôi để được hỗ trợ."
"Notification", "Thông báo"
"Italy","Ý"
"Japan","Nhật Bản"
"China","Trung Quốc"
"Romania","Rumani"
"Could not authenticate. Please try again later","Không thể xác thực tài khoản. Xin hãy thử lại sau",module,Magento_Customer
"My Coupons","Mã giảm giá/khuyến mãi"
"Show more","Xem chi tiết",module,Chottvn_Coupon
"Show less","Thu gọn",module,Chottvn_Coupon
