"Enable Module","Enable Module"
Settings,Settings
HTML:,HTML:
"Minify HTML","Minify HTML"
JavaScript:,JavaScript:
"Amasty JS Optimization","Amasty JS Optimization"
"Amasty JS optimization is a unique process that will significantly optimize JavaScript for your Magento website using Advanced JS Bundling feature and JS Minification.<br><br>You will need to use CLI commands to run through the optimization. Please make sure that you have access to the console and know how to do it.<br><br>Please create a full backup of your Magento instance and follow the instructions that are displayed in the 'Run Optimization"" section.","Amasty JS optimization is a unique process that will significantly optimize JavaScript for your Magento website using Advanced JS Bundling feature and JS Minification.<br><br>You will need to use CLI commands to run through the optimization. Please make sure that you have access to the console and know how to do it.<br><br>Please create a full backup of your Magento instance and follow the instructions that are displayed in the 'Run Optimization"" section."
"Is Magento Cloud","Is Magento Cloud"
"Merge JavaScript Files","Merge JavaScript Files"
"'bin/magento setup:static-content:deploy' command must be run in the console when any of the settings in the field been changed.","'bin/magento setup:static-content:deploy' command must be run in the console when any of the settings in the field been changed."
"Enable JavaScript Bundling","Enable JavaScript Bundling"
"Minify JavaScript Files","Minify JavaScript Files"
"Include JS of the Admin Area Pages into Merged JS File","Include JS of the Admin Area Pages into Merged JS File"
"Optimizing the admin area pages sometimes lead to malfunctions and doesn't affect the Google rating","Optimizing the admin area pages sometimes lead to malfunctions and doesn't affect the Google rating"
"Exclude URLs from JS Bundling and Merge","Exclude URLs from JS Bundling and Merge"
"Each URL or part of the URL from new line","Each URL or part of the URL from new line"
"Move JavaScript To Page Bottom","Move JavaScript To Page Bottom"
"Ignore URL List","Ignore URL List"
"Ignore Scripts that Contain","Ignore Scripts that Contain"
CSS:,CSS:
"Merge CSS Files","Merge CSS Files"
"Merge CSS Files in Admin Area","Merge CSS Files in Admin Area"
"Exclude URLs from CSS Merge","Exclude URLs from CSS Merge"
"Minify CSS Files","Minify CSS Files"
"Defer Fonts Loading","Defer Fonts Loading"
"Do Not Defer Fonts That Contain","Do Not Defer Fonts That Contain"
"Example: Luma-Icons","Example: Luma-Icons"
"Move Print CSS Files to Page Bottom","Move Print CSS Files to Page Bottom"
"Flat Tables:","Flat Tables:"
"Use Flat Catalog Category","Use Flat Catalog Category"
"Use Flat Catalog Product","Use Flat Catalog Product"
"Other Settings:","Other Settings:"
"Sign Static Files","Sign Static Files"
"Asynchronous indexing","Asynchronous indexing"
"Image Optimization","Image Optimization"
"General Settings","General Settings"
"Optimize Images","Optimize Images"
"Enable Multi-Process Generation","Enable Multi-Process Generation"
"Multi-Process Optimization significantly boosts the image optimization speed. But it generates extra load to the server as well. We recommend first to run the test image optimization process with the 'multi-process' ON and monitor your server performance.
                        <br/><br/>
                        The 'Multi-Process Generation' feature needs the php extension 'pcntl' to be installed on the server. If you enable the feature and no performance boost happens, plase ask your hoster/system administrator to check if the 'pcntl' extension installed.","Multi-Process Optimization significantly boosts the image optimization speed. But it generates extra load to the server as well. We recommend first to run the test image optimization process with the 'multi-process' ON and monitor your server performance.
                        <br/><br/>
                        The 'Multi-Process Generation' feature needs the php extension 'pcntl' to be installed on the server. If you enable the feature and no performance boost happens, plase ask your hoster/system administrator to check if the 'pcntl' extension installed."
"Number of Parallels Processes","Number of Parallels Processes"
"The more parallel processes are set, the faster is the image optimization process, as well as the higher is the server load","The more parallel processes are set, the faster is the image optimization process, as well as the higher is the server load"
"Process Images per Request","Process Images per Request"
"User Agent","User Agent"
"Use User Agent for Loading Images","Use User Agent for Loading Images"
"Ignore Images that Contain","Ignore Images that Contain"
"Lazy Load","Lazy Load"
"Lazy Load Settings","Lazy Load Settings"
"Use Lazy Loading Images","Use Lazy Loading Images"
"Disable WebP and Resize Features","Disable WebP and Resize Features"
"Lazy Load Script","Lazy Load Script"
"Preload Images","Preload Images"
"Desktop Preload Images Number","Desktop Preload Images Number"
"Tablet Preload Images Number","Tablet Preload Images Number"
"Mobile Preload Images Number","Mobile Preload Images Number"
"Preload Images Number","Preload Images Number"
"Preload Images Strategy","Preload Images Strategy"
"Replace With WebP and Image Resolutions","Replace With WebP and Image Resolutions"
"Preload Images Count","Preload Images Count"
"Home Page","Home Page"
"Category Pages","Category Pages"
"Product Pages","Product Pages"
"CMS Pages","CMS Pages"
"Automatic Optimization of the Newly Uploaded Images","Automatic Optimization of the Newly Uploaded Images"
"Automatically Optimize Newly Uploaded Images in Catalog and Wysiwyg folders","Automatically Optimize Newly Uploaded Images in Catalog and Wysiwyg folders"
"JPEG Optimization Tool","JPEG Optimization Tool"
"PNG Optimization Tool","PNG Optimization Tool"
"GIF Optimization Tool","GIF Optimization Tool"
"Use Webp Image Format","Use Webp Image Format"
"Create Images in Smaller Resolutions","Create Images in Smaller Resolutions"
"Resize Algorithm","Resize Algorithm"
"Dump Original Images","Dump Original Images"
"Delete Previously Generated WebP & Resized Images","Delete Previously Generated WebP & Resized Images"
"Clear WebP Images Folder","Clear WebP Images Folder"
"Edit Item Reason","Edit Item Reason"
Back,Back
Save,Save
"Save and Continue Edit","Save and Continue Edit"
"Image Optimization Settings","Image Optimization Settings"
Title,Title
"Folders for Optimization","Folders for Optimization"
"Create Image for Mobile","Create Image for Mobile"
"When a user uses a mobile or tablet device it's no worth to load a high-resolution image on a small display. Using the feature an image with appropriate size will be uploaded, making the upload process faster and positively impacting the Google rank for mobile.","When a user uses a mobile or tablet device it's no worth to load a high-resolution image on a small display. Using the feature an image with appropriate size will be uploaded, making the upload process faster and positively impacting the Google rank for mobile."
"Create Image for Tablet","Create Image for Tablet"
"The extension will create a copy of every image in suitable for mobile or tablet size. Please make sure that you have enough disc space on your server.","The extension will create a copy of every image in suitable for mobile or tablet size. Please make sure that you have enough disc space on your server."
"Resize - the image will be resized proportionally to the original size. Simply it will be the same picture, but smaller in pixels. Crop - when cropping a photo, you cut the part of an image changing its width. While the height of the image would be the same. In the result the cropped image will look like the part of the original picture","Resize - the image will be resized proportionally to the original size. Simply it will be the same picture, but smaller in pixels. Crop - when cropping a photo, you cut the part of an image changing its width. While the height of the image would be the same. In the result the cropped image will look like the part of the original picture"
"Create WebP Copy","Create WebP Copy"
"When WebP format is used the extension will create a copy for every image in the WebP format. Please make sure that you have enough disc space on your server.","When WebP format is used the extension will create a copy for every image in the WebP format. Please make sure that you have enough disc space on your server."
"WebP is a modern image format that provides superior lossless and lossy compression for images on the web. Using WebP, webmasters and web developers can create smaller, richer images that make the web faster. WebP lossless images are 26% smaller in size compared to PNGs. WebP lossy images are 25-34% smaller than comparable JPEG images at equivalent SSIM quality index.","WebP is a modern image format that provides superior lossless and lossy compression for images on the web. Using WebP, webmasters and web developers can create smaller, richer images that make the web faster. WebP lossless images are 26% smaller in size compared to PNGs. WebP lossy images are 25-34% smaller than comparable JPEG images at equivalent SSIM quality index."
"Create Image Dump","Create Image Dump"
"Original images will be stored in the ‘pub/media/amasty/amoptimizer_dump’ folder","Original images will be stored in the ‘pub/media/amasty/amoptimizer_dump’ folder"
"Images Optimization","Images Optimization"
Close,Close
"Add New Pattern","Add New Pattern"
"Delete items","Delete items"
"Are you sure you want to delete selected items?","Are you sure you want to delete selected items?"
ID,ID
Status,Status
Folders,Folders
Edit,Edit
